"Iteration","CL","CD","CSF","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","AoA","Custom_ObjFunc","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
        1307, -1.04341514e-02, 6.43730589e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21318812e-03, 6.43730589e-02, -1.04341514e-02, 0.00000000e+00, -1.62088793e-01, 0.00000000e+00, 0.00000000e+00, -2.43487093e+00, 6.69915006e-01, 4.60476404e-01, 3.83047667e+00, 0.00000000e+00, 4.0000000000, 2.0663228249, 0.2515325100
        1308, -1.04427497e-02, 6.43739576e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21776765e-03, 6.43739576e-02, -1.04427497e-02, 0.00000000e+00, -1.62220098e-01, 0.00000000e+00, 0.00000000e+00, -2.40025787e+00, 7.29101384e-01, 4.37886634e-01, 3.86787742e+00, 0.00000000e+00, 4.0000000000, 2.0207403867, 0.2516341961
        1309, -1.04528843e-02, 6.43758500e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.22424812e-03, 6.43758500e-02, -1.04528843e-02, 0.00000000e+00, -1.62372758e-01, 0.00000000e+00, 0.00000000e+00, -2.36541047e+00, 7.67469259e-01, 4.76398728e-01, 3.90514116e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.2517261635
        1310, -1.04566481e-02, 6.43766342e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.22551762e-03, 6.43766342e-02, -1.04566481e-02, 0.00000000e+00, -1.62429245e-01, 0.00000000e+00, 0.00000000e+00, -2.40088640e+00, 7.32904257e-01, 3.83267179e-01, 3.87109051e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.2518216282
        1311, -1.04488209e-02, 6.43753771e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.22057325e-03, 6.43753771e-02, -1.04488209e-02, 0.00000000e+00, -1.62310830e-01, 0.00000000e+00, 0.00000000e+00, -2.52741749e+00, 5.72532869e-01, 3.72140903e-01, 3.75921311e+00, 0.00000000e+00, 4.0000000000, 2.0854608349, 0.2519134165
        1312, -1.04381689e-02, 6.43746545e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21430067e-03, 6.43746545e-02, -1.04381689e-02, 0.00000000e+00, -1.62147184e-01, 0.00000000e+00, 0.00000000e+00, -2.47538927e+00, 6.31017279e-01, 4.13274893e-01, 3.80508732e+00, 0.00000000e+00, 4.0000000000, 2.4125014685, 0.2520063673
        1313, -1.04254459e-02, 6.43740182e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20867141e-03, 6.43740182e-02, -1.04254459e-02, 0.00000000e+00, -1.61951144e-01, 0.00000000e+00, 0.00000000e+00, -2.50123026e+00, 6.12514107e-01, 4.22013670e-01, 3.77783575e+00, 0.00000000e+00, 4.0000000000, 2.0156970041, 0.2520997871
        1314, -1.04175609e-02, 6.43729590e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20620668e-03, 6.43729590e-02, -1.04175609e-02, 0.00000000e+00, -1.61831320e-01, 0.00000000e+00, 0.00000000e+00, -2.47062124e+00, 6.56731935e-01, 3.40772731e-01, 3.81420265e+00, 0.00000000e+00, 4.0000000000, 2.0765660284, 0.2522019680
        1315, -1.04204251e-02, 6.43729888e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20675174e-03, 6.43729888e-02, -1.04204251e-02, 0.00000000e+00, -1.61875739e-01, 0.00000000e+00, 0.00000000e+00, -2.41110174e+00, 7.17289717e-01, 4.36921980e-01, 3.85782294e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.2522946055
        1316, -1.04279645e-02, 6.43736285e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20957176e-03, 6.43736285e-02, -1.04279645e-02, 0.00000000e+00, -1.61991249e-01, 0.00000000e+00, 0.00000000e+00, -2.36029858e+00, 7.83855850e-01, 3.73724783e-01, 3.90151949e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.2523903007
        1317, -1.04336321e-02, 6.43740359e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21345835e-03, 6.43740359e-02, -1.04336321e-02, 0.00000000e+00, -1.62078266e-01, 0.00000000e+00, 0.00000000e+00, -2.49701935e+00, 6.29189723e-01, 3.65818767e-01, 3.78902528e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.2524830299
        1318, -1.04324383e-02, 6.43737887e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21307809e-03, 6.43737887e-02, -1.04324383e-02, 0.00000000e+00, -1.62060343e-01, 0.00000000e+00, 0.00000000e+00, -2.50322657e+00, 6.04262332e-01, 4.10294806e-01, 3.78229537e+00, 0.00000000e+00, 4.0000000000, 2.3432814732, 0.2525753424
        1319, -1.04325374e-02, 6.43739686e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21220791e-03, 6.43739686e-02, -1.04325374e-02, 0.00000000e+00, -1.62061430e-01, 0.00000000e+00, 0.00000000e+00, -2.44282806e+00, 6.66770395e-01, 4.19665588e-01, 3.82879286e+00, 0.00000000e+00, 4.0000000000, 2.3600873119, 0.2526778558
        1320, -1.04277979e-02, 6.43737757e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21102250e-03, 6.43737757e-02, -1.04277979e-02, 0.00000000e+00, -1.61988291e-01, 0.00000000e+00, 0.00000000e+00, -2.47108073e+00, 6.43282728e-01, 3.86670778e-01, 3.81141481e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.2527702844
        1321, -1.04239456e-02, 6.43731162e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20790865e-03, 6.43731162e-02, -1.04239456e-02, 0.00000000e+00, -1.61930107e-01, 0.00000000e+00, 0.00000000e+00, -2.47832020e+00, 6.59014037e-01, 3.10087120e-01, 3.78838538e+00, 0.00000000e+00, 4.0000000000, 2.0681898627, 0.2528625652
        1322, -1.04160256e-02, 6.43729846e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20281431e-03, 6.43729846e-02, -1.04160256e-02, 0.00000000e+00, -1.61807405e-01, 0.00000000e+00, 0.00000000e+00, -2.47343549e+00, 6.64789764e-01, 3.15968440e-01, 3.77712420e+00, 0.00000000e+00, 4.0000000000, 2.0854997556, 0.2529617014
        1323, -1.04138141e-02, 6.43726405e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20206709e-03, 6.43726405e-02, -1.04138141e-02, 0.00000000e+00, -1.61773915e-01, 0.00000000e+00, 0.00000000e+00, -2.43666093e+00, 6.99188999e-01, 4.23126590e-01, 3.83258957e+00, 0.00000000e+00, 4.0000000000, 2.0506100298, 0.2530535998
        1324, -1.04056690e-02, 6.43713804e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.19725716e-03, 6.43713804e-02, -1.04056690e-02, 0.00000000e+00, -1.61650549e-01, 0.00000000e+00, 0.00000000e+00, -2.50738400e+00, 6.08124691e-01, 3.84988317e-01, 3.76497421e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.2531541588
        1325, -1.03999066e-02, 6.43706332e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.19411205e-03, 6.43706332e-02, -1.03999066e-02, 0.00000000e+00, -1.61562906e-01, 0.00000000e+00, 0.00000000e+00, -2.51377533e+00, 6.07865415e-01, 3.14283082e-01, 3.75764166e+00, 0.00000000e+00, 4.0000000000, 2.1718288937, 0.2532550623
        1326, -1.04000904e-02, 6.43712446e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.19580913e-03, 6.43712446e-02, -1.04000904e-02, 0.00000000e+00, -1.61564228e-01, 0.00000000e+00, 0.00000000e+00, -2.44303773e+00, 6.56053680e-01, 4.51920117e-01, 3.83091661e+00, 0.00000000e+00, 4.0000000000, 2.1878687935, 0.2533480407
        1327, -1.04024348e-02, 6.43715591e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.19759871e-03, 6.43715591e-02, -1.04024348e-02, 0.00000000e+00, -1.61599858e-01, 0.00000000e+00, 0.00000000e+00, -2.45149940e+00, 6.53201409e-01, 4.73236366e-01, 3.82761927e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.2534395090
        1328, -1.04082811e-02, 6.43717219e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20061089e-03, 6.43717219e-02, -1.04082811e-02, 0.00000000e+00, -1.61690270e-01, 0.00000000e+00, 0.00000000e+00, -2.43167655e+00, 6.86933710e-01, 4.15492948e-01, 3.84142169e+00, 0.00000000e+00, 4.0000000000, 2.0215985094, 0.2535377159
        1329, -1.04180579e-02, 6.43719891e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20563381e-03, 6.43719891e-02, -1.04180579e-02, 0.00000000e+00, -1.61841479e-01, 0.00000000e+00, 0.00000000e+00, -2.38445334e+00, 7.46588645e-01, 4.21789686e-01, 3.88544676e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.2536300968
        1330, -1.04242475e-02, 6.43730601e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20933797e-03, 6.43730601e-02, -1.04242475e-02, 0.00000000e+00, -1.61934938e-01, 0.00000000e+00, 0.00000000e+00, -2.36893460e+00, 7.74786675e-01, 4.02030180e-01, 3.89421503e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.2537363985
        1331, -1.04304267e-02, 6.43734056e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21213747e-03, 6.43734056e-02, -1.04304267e-02, 0.00000000e+00, -1.62030058e-01, 0.00000000e+00, 0.00000000e+00, -2.45745908e+00, 6.72498363e-01, 3.85818122e-01, 3.81012003e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.2538287804
        1332, -1.04369353e-02, 6.43736657e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21665090e-03, 6.43736657e-02, -1.04369353e-02, 0.00000000e+00, -1.62130511e-01, 0.00000000e+00, 0.00000000e+00, -2.43741538e+00, 6.81302644e-01, 4.31114048e-01, 3.83124382e+00, 0.00000000e+00, 4.0000000000, 2.2167989732, 0.2539203801
        1333, -1.04479517e-02, 6.43746289e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.22187747e-03, 6.43746289e-02, -1.04479517e-02, 0.00000000e+00, -1.62299214e-01, 0.00000000e+00, 0.00000000e+00, -2.34173933e+00, 7.77571261e-01, 4.69073296e-01, 3.92240403e+00, 0.00000000e+00, 4.0000000000, 2.0685249511, 0.2540140978
        1334, -1.04504008e-02, 6.43748666e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.22255911e-03, 6.43748666e-02, -1.04504008e-02, 0.00000000e+00, -1.62336660e-01, 0.00000000e+00, 0.00000000e+00, -2.44876950e+00, 6.65023853e-01, 4.34041270e-01, 3.82441166e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.2541060840
        1335, -1.04484512e-02, 6.43743145e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.22141849e-03, 6.43743145e-02, -1.04484512e-02, 0.00000000e+00, -1.62307766e-01, 0.00000000e+00, 0.00000000e+00, -2.49219679e+00, 6.17031850e-01, 3.80243076e-01, 3.79106261e+00, 0.00000000e+00, 4.0000000000, 2.2645356144, 0.2542046171
        1336, -1.04437921e-02, 6.43740459e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21961915e-03, 6.43740459e-02, -1.04437921e-02, 0.00000000e+00, -1.62236069e-01, 0.00000000e+00, 0.00000000e+00, -2.49574058e+00, 6.19669757e-01, 3.71441507e-01, 3.78195659e+00, 0.00000000e+00, 4.0000000000, 2.3806349290, 0.2543052145
        1337, -1.04385625e-02, 6.43743492e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21761052e-03, 6.43743492e-02, -1.04385625e-02, 0.00000000e+00, -1.62154067e-01, 0.00000000e+00, 0.00000000e+00, -2.47624862e+00, 6.31536664e-01, 4.09436578e-01, 3.79875634e+00, 0.00000000e+00, 4.0000000000, 2.3903676014, 0.2543968247
        1338, -1.04247473e-02, 6.43726656e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21042741e-03, 6.43726656e-02, -1.04247473e-02, 0.00000000e+00, -1.61943695e-01, 0.00000000e+00, 0.00000000e+00, -2.54874040e+00, 5.59992359e-01, 3.27413594e-01, 3.74420817e+00, 0.00000000e+00, 4.0000000000, 2.2347387658, 0.2544889637
        1339, -1.04206863e-02, 6.43718024e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20717728e-03, 6.43718024e-02, -1.04206863e-02, 0.00000000e+00, -1.61882780e-01, 0.00000000e+00, 0.00000000e+00, -2.49689728e+00, 6.03080976e-01, 3.95484923e-01, 3.78015059e+00, 0.00000000e+00, 4.0000000000, 2.4292524671, 0.2545818681
        1340, -1.04111765e-02, 6.43718023e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20174782e-03, 6.43718023e-02, -1.04111765e-02, 0.00000000e+00, -1.61735047e-01, 0.00000000e+00, 0.00000000e+00, -2.48049259e+00, 6.21503735e-01, 4.53862158e-01, 3.79252802e+00, 0.00000000e+00, 4.0000000000, 2.0309908590, 0.2546753193
        1341, -1.04116539e-02, 6.43720813e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20189371e-03, 6.43720813e-02, -1.04116539e-02, 0.00000000e+00, -1.61741762e-01, 0.00000000e+00, 0.00000000e+00, -2.51877129e+00, 5.99005848e-01, 3.81121465e-01, 3.77035815e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.2547797477
        1342, -1.04177236e-02, 6.43726499e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20481367e-03, 6.43726499e-02, -1.04177236e-02, 0.00000000e+00, -1.61834624e-01, 0.00000000e+00, 0.00000000e+00, -2.53870034e+00, 5.29426527e-01, 4.59937856e-01, 3.75551701e+00, 0.00000000e+00, 4.0000000000, 2.0922010907, 0.2548761576
        1343, -1.04293331e-02, 6.43737352e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21049827e-03, 6.43737352e-02, -1.04293331e-02, 0.00000000e+00, -1.62012241e-01, 0.00000000e+00, 0.00000000e+00, -2.46412874e+00, 6.44447055e-01, 4.35024221e-01, 3.81492676e+00, 0.00000000e+00, 4.0000000000, 2.1407598466, 0.2549677440
        1344, -1.04303936e-02, 6.43734500e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21164649e-03, 6.43734500e-02, -1.04303936e-02, 0.00000000e+00, -1.62029432e-01, 0.00000000e+00, 0.00000000e+00, -2.46475332e+00, 6.51557250e-01, 4.26000673e-01, 3.81336263e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.2550600516
        1345, -1.04312810e-02, 6.43732685e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21171322e-03, 6.43732685e-02, -1.04312810e-02, 0.00000000e+00, -1.62043675e-01, 0.00000000e+00, 0.00000000e+00, -2.54841617e+00, 5.44853806e-01, 4.22644826e-01, 3.74176168e+00, 0.00000000e+00, 4.0000000000, 2.0034400963, 0.2551523134
        1346, -1.04283442e-02, 6.43739557e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21019039e-03, 6.43739557e-02, -1.04283442e-02, 0.00000000e+00, -1.61996324e-01, 0.00000000e+00, 0.00000000e+00, -2.42930632e+00, 6.97724983e-01, 4.23186944e-01, 3.84249111e+00, 0.00000000e+00, 4.0000000000, 2.2060115760, 0.2552524618
        1347, -1.04217780e-02, 6.43728212e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20636310e-03, 6.43728212e-02, -1.04217780e-02, 0.00000000e+00, -1.61897176e-01, 0.00000000e+00, 0.00000000e+00, -2.43793411e+00, 6.90603553e-01, 4.01524836e-01, 3.83350853e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.2553456497
        1348, -1.04118850e-02, 6.43728109e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20200345e-03, 6.43728109e-02, -1.04118850e-02, 0.00000000e+00, -1.61743520e-01, 0.00000000e+00, 0.00000000e+00, -2.46692116e+00, 6.56802331e-01, 3.56591496e-01, 3.80693821e+00, 0.00000000e+00, 4.0000000000, 2.0219851886, 0.2554401692
        1349, -1.04127414e-02, 6.43729579e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20136494e-03, 6.43729579e-02, -1.04127414e-02, 0.00000000e+00, -1.61756454e-01, 0.00000000e+00, 0.00000000e+00, -2.47531151e+00, 6.31143817e-01, 4.20733616e-01, 3.80151635e+00, 0.00000000e+00, 4.0000000000, 2.0906026458, 0.2555325987
        1350, -1.04084379e-02, 6.43720728e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.19988527e-03, 6.43720728e-02, -1.04084379e-02, 0.00000000e+00, -1.61691825e-01, 0.00000000e+00, 0.00000000e+00, -2.47943555e+00, 6.31452082e-01, 4.42854387e-01, 3.80285245e+00, 0.00000000e+00, 4.0000000000, 2.1108951810, 0.2556259341
        1351, -1.04106313e-02, 6.43722203e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20187644e-03, 6.43722203e-02, -1.04106313e-02, 0.00000000e+00, -1.61725527e-01, 0.00000000e+00, 0.00000000e+00, -2.43573519e+00, 6.86570316e-01, 4.08742517e-01, 3.83871297e+00, 0.00000000e+00, 4.0000000000, 2.1209415104, 0.2557171202
        1352, -1.04152044e-02, 6.43721510e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20324068e-03, 6.43721510e-02, -1.04152044e-02, 0.00000000e+00, -1.61796744e-01, 0.00000000e+00, 0.00000000e+00, -2.41677322e+00, 6.91992101e-01, 4.36890760e-01, 3.84435721e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.2558198714
        1353, -1.04208336e-02, 6.43728924e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20661228e-03, 6.43728924e-02, -1.04208336e-02, 0.00000000e+00, -1.61882327e-01, 0.00000000e+00, 0.00000000e+00, -2.41230178e+00, 7.08341948e-01, 4.15809108e-01, 3.86118190e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.2559115045
        1354, -1.04249131e-02, 6.43728177e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20833495e-03, 6.43728177e-02, -1.04249131e-02, 0.00000000e+00, -1.61945887e-01, 0.00000000e+00, 0.00000000e+00, -2.43435883e+00, 7.06086403e-01, 3.75305288e-01, 3.83207016e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.2560103936
        1355, -1.04331272e-02, 6.43732523e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21211364e-03, 6.43732523e-02, -1.04331272e-02, 0.00000000e+00, -1.62072396e-01, 0.00000000e+00, 0.00000000e+00, -2.41329949e+00, 7.26141837e-01, 3.95025558e-01, 3.84281914e+00, 0.00000000e+00, 4.0000000000, 2.0534900210, 0.2561022626
        1356, -1.04437283e-02, 6.43739052e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21836243e-03, 6.43739052e-02, -1.04437283e-02, 0.00000000e+00, -1.62235431e-01, 0.00000000e+00, 0.00000000e+00, -2.37452315e+00, 7.55581349e-01, 4.26119034e-01, 3.89531209e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.2561948768
        1357, -1.04488861e-02, 6.43749970e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.22181908e-03, 6.43749970e-02, -1.04488861e-02, 0.00000000e+00, -1.62312801e-01, 0.00000000e+00, 0.00000000e+00, -2.44876773e+00, 6.69043243e-01, 4.43379591e-01, 3.82841596e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.2562962534
        1358, -1.04470668e-02, 6.43749287e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.22081021e-03, 6.43749287e-02, -1.04470668e-02, 0.00000000e+00, -1.62284713e-01, 0.00000000e+00, 0.00000000e+00, -2.46702012e+00, 6.47413778e-01, 3.91157258e-01, 3.80600558e+00, 0.00000000e+00, 4.0000000000, 2.1806519999, 0.2563882157
        1359, -1.04361206e-02, 6.43739182e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21528676e-03, 6.43739182e-02, -1.04361206e-02, 0.00000000e+00, -1.62117219e-01, 0.00000000e+00, 0.00000000e+00, -2.53359002e+00, 5.75182662e-01, 3.33521290e-01, 3.75459175e+00, 0.00000000e+00, 4.0000000000, 2.2269607215, 0.2564808414
        1360, -1.04296949e-02, 6.43737071e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21230071e-03, 6.43737071e-02, -1.04296949e-02, 0.00000000e+00, -1.62017932e-01, 0.00000000e+00, 0.00000000e+00, -2.47229703e+00, 6.29193905e-01, 4.38441717e-01, 3.80525194e+00, 0.00000000e+00, 4.0000000000, 2.4043490008, 0.2565782729
        1361, -1.04177849e-02, 6.43727466e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20560405e-03, 6.43727466e-02, -1.04177849e-02, 0.00000000e+00, -1.61835333e-01, 0.00000000e+00, 0.00000000e+00, -2.50603477e+00, 6.01046021e-01, 4.33638449e-01, 3.77569205e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.2566721733
        1362, -1.04138022e-02, 6.43719867e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20389606e-03, 6.43719867e-02, -1.04138022e-02, 0.00000000e+00, -1.61775373e-01, 0.00000000e+00, 0.00000000e+00, -2.47759261e+00, 6.49259796e-01, 3.42288197e-01, 3.80301455e+00, 0.00000000e+00, 4.0000000000, 2.0812916699, 0.2567701960
        1363, -1.04150406e-02, 6.43722191e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20438721e-03, 6.43722191e-02, -1.04150406e-02, 0.00000000e+00, -1.61794028e-01, 0.00000000e+00, 0.00000000e+00, -2.41198442e+00, 7.15020631e-01, 4.16391081e-01, 3.85229625e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.2568692170
        1364, -1.04251691e-02, 6.43723891e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20920147e-03, 6.43723891e-02, -1.04251691e-02, 0.00000000e+00, -1.61950943e-01, 0.00000000e+00, 0.00000000e+00, -2.36256182e+00, 7.79724087e-01, 3.66750125e-01, 3.89774605e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.2569616070
        1365, -1.04285957e-02, 6.43720476e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21072832e-03, 6.43720476e-02, -1.04285957e-02, 0.00000000e+00, -1.62005032e-01, 0.00000000e+00, 0.00000000e+00, -2.47889036e+00, 6.49378353e-01, 3.85733734e-01, 3.80338499e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.2570586950
        1366, -1.04264864e-02, 6.43719573e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21048612e-03, 6.43719573e-02, -1.04264864e-02, 0.00000000e+00, -1.61972493e-01, 0.00000000e+00, 0.00000000e+00, -2.54089544e+00, 5.59198522e-01, 3.93245212e-01, 3.75230961e+00, 0.00000000e+00, 4.0000000000, 2.2889080212, 0.2571511690
        1367, -1.04254175e-02, 6.43723358e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20806093e-03, 6.43723358e-02, -1.04254175e-02, 0.00000000e+00, -1.61954936e-01, 0.00000000e+00, 0.00000000e+00, -2.43835373e+00, 6.76668682e-01, 4.60227103e-01, 3.84018190e+00, 0.00000000e+00, 4.0000000000, 2.4582773771, 0.2572429644
        1368, -1.04192050e-02, 6.43714232e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20489765e-03, 6.43714232e-02, -1.04192050e-02, 0.00000000e+00, -1.61860721e-01, 0.00000000e+00, 0.00000000e+00, -2.48338760e+00, 6.23515816e-01, 4.55526719e-01, 3.80369989e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.2573495193
        1369, -1.04196157e-02, 6.43724263e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20525899e-03, 6.43724263e-02, -1.04196157e-02, 0.00000000e+00, -1.61864580e-01, 0.00000000e+00, 0.00000000e+00, -2.43905316e+00, 6.80404602e-01, 4.04232810e-01, 3.83356261e+00, 0.00000000e+00, 4.0000000000, 2.1085359596, 0.2574410593
        1370, -1.04197354e-02, 6.43736410e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20640657e-03, 6.43736410e-02, -1.04197354e-02, 0.00000000e+00, -1.61863384e-01, 0.00000000e+00, 0.00000000e+00, -2.41600966e+00, 7.16280676e-01, 4.06016718e-01, 3.84991016e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.2575334650
        1371, -1.04242518e-02, 6.43739454e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20937736e-03, 6.43739454e-02, -1.04242518e-02, 0.00000000e+00, -1.61932778e-01, 0.00000000e+00, 0.00000000e+00, -2.37964815e+00, 7.68903577e-01, 3.64975667e-01, 3.88605351e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.2576271713
        1372, -1.04309990e-02, 6.43737684e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21180658e-03, 6.43737684e-02, -1.04309990e-02, 0.00000000e+00, -1.62038037e-01, 0.00000000e+00, 0.00000000e+00, -2.45918344e+00, 6.63913473e-01, 3.70228301e-01, 3.80823443e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.2577189401
